Type,Title,Year,Score,Budget,Cast_Likes,Gross,movie_likes
Color,Shade ,2003,6.4,6800000,490,10696,413
Color,Sgt. Bilko ,1996,5.7,39000000,2176,30400000,478
Color,"Sex, Lies, and Videotape ",1989,7.2,1200000,1431,24741700,2000
Color,Sex Tape ,2014,5.1,40000000,1488,38543473,0
Color,Sex Drive ,2008,6.5,19000000,4324,8396942,0
Color,Sex and the City 2 ,2010,4.3,100000000,4555,95328937,0
Color,Severance ,2006,6.6,5000000,2217,136432,0
Color,Seventh Son ,2014,5.5,95000000,17098,17176900,16000
Color,Seven Years in Tibet ,1997,7,70000000,12226,37901509,0
Black and White,Seven Samurai ,1954,8.7,2000000,338,269061,11000
Color,Seven Psychopaths ,2012,7.2,15000000,4757,14989761,52000
Color,Seven Pounds ,2008,7.7,55000000,14727,69951824,26000
Color,Set It Off ,1996,6.8,9000000,3661,36049108,0
Color,Session 9 ,2001,6.5,1500000,469,373967,0
Color,Serving Sara ,2002,5.3,29000000,4169,16930185,201
Color,Serial Mom ,1994,6.7,13000000,3092,7881335,3000
Color,Serenity ,2005,8,40000000,2853,25335935,14000
Color,Serendipity ,2001,6.9,28000000,37,49968653,12000
Color,September Dawn ,2007,5.8,11000000,1526,1066555,411
Color,Sense and Sensibility ,1995,7.7,16500000,41059,42700000,0
Color,Semi-Pro ,2008,5.8,55000000,10026,33472850,0
Color,Selma ,2014,7.5,20000000,3869,52066000,22000
Color,Self/less ,2015,6.5,26000000,17847,12276810,11000
Color,Selena ,1997,6.7,20000000,1735,35422828,0
Black and White,Seeking a Friend for the End of the World ,2012,6.7,10000000,7747,6619173,25000
Color,Seed of Chucky ,2004,4.9,12000000,2567,17016190,0
Color,See Spot Run ,2001,5.4,35000000,4194,33357476,393
Color,Secretary ,2002,7.1,4000000,2251,4046737,15000
Color,Secretariat ,2010,7.2,35000000,2259,59699513,0
Color,Secret Window ,2004,6.6,40000000,41293,47781388,0
Color,Secondhand Lions ,2003,7.6,30000000,9638,41407470,0
Black and White,Seabiscuit ,2003,7.3,87000000,13808,120147445,0
Color,Sea Rex 3D: Journey to a Prehistoric World ,2010,6.9,5000000,55,4074023,89
Color,Sea of Love ,1989,6.8,19000000,15914,58571513,0
Color,Se7en ,1995,8.6,33000000,22678,100125340,39000
Color,Scrooged ,1988,7,32000000,18734,60328558,11000
Color,Screwed ,2000,5.7,10000000,3848,6982680,262
Color,Scream 4 ,2011,6.2,40000000,4486,38176892,26000
Color,Scream 3 ,2000,5.5,40000000,600,89138076,0
Color,Scream 2 ,1997,6.1,24000000,2321,101334374,0
Color,Scream ,1996,7.2,15000000,1212,103001286,11000
Color,Scott Pilgrim vs. the World ,2010,7.5,60000000,12687,31494270,36000
Color,Scoop ,2006,6.7,4000000,20132,10515579,0
Color,Scooby-Doo 2: Monsters Unleashed ,2004,4.9,80000000,7800,84185387,567
Color,Scooby-Doo ,2002,4.9,84000000,6355,153288182,0
Color,School of Rock ,2003,7.1,35000000,4403,81257845,0
Color,School for Scoundrels ,2006,5.9,20000000,4374,17803796,484
Color,School Daze ,1988,5.8,6500000,1284,14545844,624
Black and White,Schindler's List ,1993,8.9,22000000,15233,96067179,41000
Color,Scary Movie 5 ,2013,3.5,20000000,34319,32014289,13000
Color,Scary Movie 4 ,2006,5.1,45000000,5855,90703745,1000
Color,Scary Movie 3 ,2003,5.5,48000000,3629,110000082,0
Color,Scary Movie 2 ,2001,5.2,45000000,1645,71277420,0
Color,Scarface ,1983,8.3,25000000,16464,44700000,19000
Color,Say It Isn't So ,2001,4.9,25000000,2413,5516708,295
Color,Saw VI ,2009,6,11000000,3101,27669413,0
Color,Saw V ,2008,5.8,10800000,5286,56729973,0
Color,Saw IV ,2007,5.9,10000000,3492,63270259,0
Color,Saw III ,2006,6.2,10000000,3189,80150343,0
Color,Saw II ,2005,6.6,4000000,4134,87025093,0
Color,Saw 3D: The Final Chapter ,2010,5.6,20000000,1978,45670855,12000
Color,Saw ,2004,7.7,1200000,5161,55153403,0
Color,Saving Silverman ,2001,5.9,22000000,664,19351569,739
Color,Saving Private Ryan ,1998,8.6,70000000,44998,216119491,22000
Color,Saving Mr. Banks ,2013,7.5,35000000,19809,83299761,39000
Color,Saved! ,2004,6.9,5000000,5668,8786715,0
Color,Save the Last Dance ,2001,6.1,13000000,1307,91038276,0
Black and White,Savages ,2012,6.5,45000000,1948,47307550,28000
Color,Savage Grace ,2007,5.9,4600000,15093,434417,0
Color,Sarah's Key ,2010,7.5,10000000,2140,7691700,0
Color,Sanctum ,2011,5.9,30000000,3892,23070045,11000
Color,San Andreas ,2015,6.1,110000000,16718,155181732,52000
Color,Samsara ,2011,8.5,4000000,48,2601847,26000
Color,Salvation Boulevard ,2011,5.3,9000000,561,27445,1000
Color,Salt ,2010,6.4,110000000,12406,118311368,23000
Color,Saints and Soldiers ,2003,6.8,780000,587,1310270,1000
Color,Saint Ralph ,2004,7.6,6000000,955,795126,989
Color,Saint John of Las Vegas ,2009,5.8,3800000,36885,100669,407
Color,Sahara ,2005,6,130000000,13073,68642452,0
Color,Safety Not Guaranteed ,2012,7,750000,2714,4007792,31000
Color,Safe Men ,1998,6.1,1000000,1141,21210,157
Color,Safe House ,2012,6.8,85000000,36237,126149655,19000
Color,Safe Haven ,2013,6.7,28000000,1554,71346930,23000
Color,Safe ,2012,6.5,30000000,27759,17120019,12000
Color,Sabotage ,2014,5.7,70000000,2916,20999936,20000
Color,S.W.A.T. ,2003,6,80000000,14486,116643346,0
Color,Rushmore ,1998,7.7,9000000,15716,17096053,5000
Color,Rush Hour 3 ,2007,6.2,140000000,1125,140080850,0
Color,Rush Hour 2 ,2001,6.6,90000000,664,226138454,0
Color,Rush ,2013,8.1,38000000,37206,26903709,83000
Color,Running with Scissors ,2006,6.2,12000000,1291,6754898,0
Color,Running Scared ,2006,7.4,17000000,27381,6855137,0
Color,Runner Runner ,2013,5.6,30000000,5706,19316646,0
Color,Runaway Bride ,1999,5.5,70000000,12790,152149590,0
Black and White,Run Lola Run ,1998,7.8,3500000,623,7267324,0
Color,Run All Night ,2015,6.6,50000000,16992,26442251,15000
Color,Rumble in the Bronx ,1995,6.7,7500000,407,32333860,0
Color,Rugrats in Paris: The Movie ,2000,6.1,30000000,4527,76501438,181
Color,Rugrats Go Wild ,2003,5.6,25000000,3017,39399750,329
Color,Rudderless ,2014,7.5,5000000,1986,37440,0
Color,Ruby in Paradise ,1993,7.2,800000,423,1001437,81
Color,Rubber ,2010,5.8,500000,1498,98017,46000
Color,Rounders ,1998,7.4,12000000,14890,22905674,0
Color,Rosewater ,2014,6.6,5000000,1283,3093491,5000
Color,Room ,2015,8.3,13000000,2499,14677654,72000
Color,Ronin ,1998,7.3,55000000,24270,41609593,0
Color,Romeo Must Die ,2000,6.1,25000000,9082,55973336,0
Color,Romeo Is Bleeding ,1993,6.6,11500000,13160,3275585,561
Color,Romeo + Juliet ,1996,6.8,14500000,33791,46338728,10000
Color,Rollerball ,2002,3,70000000,2763,18990542,584
Color,Role Models ,2008,6.9,28000000,3400,67266300,0
Color,Roger & Me ,1989,7.5,160000,1048,6706368,667
Color,Rocky Balboa ,2006,7.2,24000000,15111,70269171,0
Color,Rocky ,1976,8.1,960000,16094,117235247,0
Color,RocknRolla ,2008,7.3,18000000,46944,5694401,12000
Color,Rock Star ,2001,6.2,57000000,1265,16991902,0
Color,Rock of Ages ,2012,5.9,75000000,712,38509342,33000
Color,Robots ,2005,6.3,75000000,1804,128200012,0
Color,Robot & Frank ,2012,7.1,2500000,1980,3325638,13000
Color,RoboCop 3 ,1993,3.9,23500000,3148,10696210,716
Color,RoboCop ,2014,6.2,200000000,28321,117214014,120000
Color,Robin Hood: Prince of Thieves ,1991,6.9,48000000,38518,165500000,0
Color,Robin Hood ,2010,6.7,200000000,3244,105219735,17000
Color,Rob Roy ,1995,6.9,28000000,16125,31600000,0
Color,Roar ,1981,6.4,17000000,1262,2000000,0
Color,Road Trip ,2000,6.5,15600000,3889,68525609,0
Color,Road to Perdition ,2002,7.7,80000000,16828,104054514,0
Color,Road House ,1989,6.5,17000000,2484,30050028,0
Color,Road Hard ,2015,6.1,1500000,2628,105943,212
Black and White,River's Edge ,1986,7.1,1900000,19649,4600000,0
Color,Risen ,2016,6.3,20000000,389,36874745,21000
Color,Rise of the Planet of the Apes ,2011,7.6,93000000,13118,176740650,47000
Color,Rise of the Guardians ,2012,7.3,145000000,20645,103400692,25000
Color,Rio 2 ,2014,6.4,103000000,1031,131536019,0
Color,Rio ,2011,7,90000000,12071,143618384,19000
Color,Righteous Kill ,2008,6,60000000,38809,40076438,0
Color,Riding in Cars with Boys ,2001,6.4,48000000,4796,29781453,0
Color,Ride with the Devil ,1999,6.8,35000000,5,630779,633
Color,Ride Along 2 ,2016,5.9,40000000,5178,90835030,0
Color,Ride Along ,2014,6.2,25000000,2394,134141530,0
Color,Riddick ,2013,6.4,38000000,17551,41997790,39000
Color,Richard III ,1995,7.5,6000000,23962,2600000,0
Color,Ri¢hie Ri¢h ,1994,5.2,40000000,4634,38087756,0
Color,Revolutionary Road ,2008,7.3,35000000,53895,22877808,0
Color,Return to the Blue Lagoon ,1991,5.1,11000000,14281,2807854,967
Color,Return to Never Land ,2002,5.8,20000000,3402,48423368,302
Color,Return to Me ,2000,6.9,24000000,3946,32662299,0
Color,Resurrecting the Champ ,2007,6.8,13000000,2417,3169424,689
Color,Resident Evil: Retribution ,2012,5.4,65000000,17913,42345531,32000
Color,Resident Evil: Extinction ,2007,6.3,45000000,16225,50648679,0
Color,Resident Evil: Apocalypse ,2004,6.2,45000000,16791,50740078,0
Color,Resident Evil: Afterlife ,2010,5.9,60000000,16098,60128566,19000
Color,Resident Evil ,2002,6.7,33000000,17902,39532308,0
Color,Reservoir Dogs ,1992,8.4,1200000,28994,2812029,19000
Color,Rescue Dawn ,2006,7.3,10000000,24270,5484375,0
Color,Requiem for a Dream ,2000,8.4,4500000,2235,3609278,38000
Color,Repo! The Genetic Opera ,2008,6.7,8500000,4168,140244,8000
Color,Repo Men ,2010,6.3,32000000,2925,13763130,12000
Color,Rent ,2005,7,40000000,5917,29077547,3000
Color,Reno 911!: Miami ,2007,5.9,10000000,2737,20339754,441
Color,Rendition ,2007,6.8,27500000,50950,9664316,0
Color,Renaissance Man ,1994,6.1,40000000,3126,24332324,680
Color,Renaissance ,2006,6.7,14000000,1185,63260,0
Color,Remember the Titans ,2000,7.8,30000000,54877,115648585,0
Color,"Remember Me, My Love ",2003,6.5,5000000,132,223878,282
Color,Remember Me ,2010,7.2,16000000,22088,19057024,24000
Color,Religulous ,2008,7.7,2500000,338,12995673,24000
Color,Reindeer Games ,2000,5.7,34000000,10838,23360779,852
Color,Reign Over Me ,2007,7.5,20000000,17050,19661987,0
Color,Reign of Fire ,2002,6.2,60000000,53024,43060566,0
Color,Redbelt ,2008,6.8,7000000,2158,2344847,0
Color,Redacted ,2007,6.2,5000000,408,65087,559
Color,Red Tails ,2012,5.9,58000000,4416,49875589,0
Color,Red Riding Hood ,2011,5.4,42000000,15369,37652565,20000
Color,Red Planet ,2000,5.7,70000000,2,17473245,995
Color,Red Eye ,2005,6.5,26000000,1090,57859105,0
Color,Red Dragon ,2002,7.2,78000000,35867,92930005,0
Color,Red Cliff ,2008,7.4,553632000,2172,626809,0
Color,RED 2 ,2013,6.7,84000000,25220,53215979,22000
Color,RED ,2010,7.1,58000000,24928,90356857,32000
Color,Recess: School's Out ,2001,6.5,23000000,2197,36696761,227
Color,Real Women Have Curves ,2002,7,3000000,2510,5844929,595
Color,Real Steel ,2011,7.1,110000000,22254,85463309,36000
Color,Ready to Rumble ,2000,5.3,24000000,4971,12372410,650
Color,Ray ,2004,7.7,40000000,5074,75305995,0
Color,Ravenous ,1999,7.1,12000000,2543,2060953,0
Color,Ratatouille ,2007,8,150000000,4764,206435493,10000
Color,Rat Race ,2001,6.4,48000000,1823,56607223,0
Color,Rapa Nui ,1994,6.4,20000000,1592,305070,399
Color,Ransom ,1996,6.6,80000000,3667,136448821,1000
Color,Rango ,2011,7.2,135000000,43291,123207194,26000
Color,Random Hearts ,1999,5.1,64000000,16710,31054924,295
Color,Ramona and Beezus ,2010,6.7,15000000,1002,26161406,0
Color,Rambo: First Blood Part II ,1985,6.4,44000000,15662,150415432,0
Color,Rambo III ,1988,5.7,63000000,14574,53715611,2000
Color,Raising Victor Vargas ,2002,7.2,800000,663,2073984,219
Color,Raising Helen ,2004,6,50000000,2052,37486138,718
Color,Raising Cain ,1992,6,12000000,1852,21370057,541
Color,Raise Your Voice ,2004,5.9,15000000,4676,10411980,1000
Color,Raise the Titanic ,1980,4.7,36000000,1883,7000000,328
Color,Rain Man ,1988,8,25000000,12285,172825435,12000
Color,Raiders of the Lost Ark ,1981,8.5,18000000,12906,242374454,16000
Black and White,Raging Bull ,1980,8.3,18000000,23008,45250,0
Color,Radio Flyer ,1992,6.9,35000000,4334,4651977,892
Color,Radio Days ,1987,7.6,16000000,1653,14792779,0
Color,Radio ,2003,6.9,35000000,4231,52277485,0
Color,Race to Witch Mountain ,2009,5.7,65000000,14007,67128202,0
Color,Rabbit-Proof Fence ,2002,7.5,6000000,312,6165429,0
Color,Rabbit Hole ,2010,7,5000000,1582,2221809,0
Color,R.I.P.D. ,2013,5.6,130000000,31549,33592415,20000
Color,R100 ,2013,6.1,5500000,81,22770,543
Color,Quinceañera ,2006,7.1,400000,771,1689999,426
Color,Quills ,2000,7.4,13500000,14726,7060876,0
Color,Quigley Down Under ,1990,6.8,20000000,45841,21413105,0
Color,Queen of the Damned ,2002,5.2,35000000,3001,30307804,0
Color,Quartet ,2012,6.8,11000000,1114,18381787,13000
Color,Quarantine ,2008,6,12000000,140268,31691811,0
Color,Quantum of Solace ,2008,6.7,200000000,2023,168368427,0
Color,Puss in Boots ,2011,6.7,130000000,5046,149234747,16000
Color,Pushing Tin ,1999,6,38000000,13093,8406264,783
Color,Punisher: War Zone ,2008,6,35000000,6563,7948159,0
Color,Punch-Drunk Love ,2002,7.3,25000000,11994,17791031,0
Color,Pulse ,2006,4.7,20000000,19952,20259297,0
Color,Pulp Fiction ,1994,8.9,8000000,16557,107930000,45000
Color,Public Enemies ,2009,7,100000000,64599,97030725,0
Color,Psycho Beach Party ,2000,6.3,1500000,2282,265107,614
Black and White,Psycho ,1960,8.5,806947,1885,32000000,18000
Color,Proof of Life ,2000,6.2,65000000,1013,32598931,892
Color,Promised Land ,2012,6.6,15000000,14544,7556708,10000
Color,Prometheus ,2012,7,130000000,24098,126464904,97000
Color,Prom Night ,2008,3.9,20000000,4867,43818159,1000
Color,Prom ,2011,5.4,8000000,5190,10106233,0
Color,Project X ,2012,6.7,12000000,2043,54724272,29000
Color,Project Almanac ,2015,6.4,12000000,1819,22331028,0
Color,Private Benjamin ,1980,6.1,10000000,2419,69800000,855
Color,Prisoners ,2013,8.1,46000000,37321,60962878,86000
Color,Prison ,1987,5.9,1300000,11083,354704,314
Color,Princess Kaiulani ,2009,6.2,9000000,1426,883887,0
Color,Prince of Persia: The Sands of Time ,2010,6.6,200000000,16149,90755643,23000
Color,Primer ,2004,7,7000,368,424760,19000
Color,Primary Colors ,1998,6.7,65000000,1409,38966057,688
Color,Priest ,2011,5.7,60000000,1417,29136626,20000
Color,Pride and Prejudice and Zombies ,2016,5.8,28000000,4710,10907291,73000
Color,Pride and Glory ,2008,6.7,30000000,5101,15709385,0
Color,Pride & Prejudice ,2005,7.8,28000000,1083,38372662,17000
Color,Pretty Woman ,1990,6.9,14000000,11135,178406268,11000
Color,Premonition ,2007,5.9,20000000,1825,47852604,0
Color,Premium Rush ,2012,6.5,35000000,24669,20275446,20000
Color,Prefontaine ,1997,6.8,8000000,1610,532190,0
Color,Predators ,2010,6.4,40000000,4243,52000688,17000
Color,Predator 2 ,1990,6.2,35000000,4722,30669413,0
Color,Predator ,1987,7.8,15000000,4223,59735548,13000
Color,Precious ,2009,7.3,20000000,6553,95073918,24000
Color,Practical Magic ,1998,6.1,48000000,4294,46611204,0
Color,Poultrygeist: Night of the Chicken Dead ,2006,6.2,500000,1411,23000,0
Color,Post Grad ,2009,5.3,15000000,25637,6373693,0
Color,Poseidon ,2006,5.6,160000000,92456,60655503,0
Color,Porky's ,1981,6.2,4000000,582,105500000,0
Color,Pootie Tang ,2001,5.2,3000000,2238,3293258,0
Color,Poolhall Junkies ,2002,7,4000000,3130,562059,872
Color,Pooh's Heffalump Movie ,2005,6.4,20000000,861,18081626,264
Color,Ponyo ,2008,7.7,34000000,13,15081783,0
Color,Pontypool ,2008,6.7,1500000,721,3478,0
Color,Pompeii ,2014,5.6,80000000,1099,23219748,20000
Color,Poltergeist III ,1988,4.5,10500000,3827,14114488,616
Color,Poltergeist ,1982,7.4,21400000,7752,153200000,22000
Color,Pollock ,2000,7,6000000,1517,8596914,0
Color,Police Academy: Mission to Moscow ,1994,3.3,6200000,17469,126247,321
Color,Police Academy ,1984,6.7,4500000,3113,81200000,0
Color,Point Break ,2015,5.3,210000000,7924,57544444,74000
Color,Poetic Justice ,1993,5.9,14000000,1620,27515786,0
Color,Pocahontas ,1995,6.6,55000000,26754,141600000,0
Color,Playing for Keeps ,2012,5.7,35000000,23122,13101142,0
Color,Play It to the Bone ,1999,5.4,24000000,1523,8427204,153
Color,Platoon ,1986,8.1,6000000,42028,137963328,9000
Color,Planet of the Apes ,2001,5.7,200000000,5552,360023480,0
Color,Planet 51 ,2009,6.1,70000000,22668,42194060,0
Color,Pixels ,2015,5.6,88000000,35367,78747585,39000
Color,Pitch Perfect 2 ,2015,6.5,29000000,13159,183436380,40000
Color,Pitch Perfect ,2012,7.2,17000000,12676,64998368,36000
Color,Pitch Black ,2000,7.1,23000000,16196,39235088,5000
Color,Pirates of the Caribbean: The Curse of the Black Pearl ,2003,8.1,140000000,48184,305388685,10000
Color,Pirates of the Caribbean: On Stranger Tides ,2011,6.7,250000000,54083,241063875,58000
Color,Pirates of the Caribbean: Dead Man's Chest ,2006,7.3,225000000,48486,423032628,5000
Color,Pirates of the Caribbean: At World's End ,2007,7.1,300000000,48350,309404152,0
Color,Piranha 3D ,2010,5.5,24000000,5737,25003072,13000
Color,Pinocchio ,1940,7.5,2600000,1178,84300000,0
Color,"Pink Ribbons, Inc. ",2011,7.4,1200000,0,24784,5000
Color,Pink Narcissus ,1971,6.7,27000,0,8231,85
Color,Pink Flamingos ,1972,6.1,10000,760,180483,0
Color,Pineapple Express ,2008,7,27000000,15590,87341380,0
Color,Pieces of April ,2003,7.1,300000,3010,2360184,0
Black and White,Pi ,1998,7.5,60000,2065,3216970,24000
Color,Phone Booth ,2002,7.1,13000000,2562,46563158,0
Color,Philomena ,2013,7.6,12000000,2376,37707719,37000
Color,Philadelphia ,1993,7.7,26000000,33865,77324422,0
Color,Phenomenon ,1996,6.4,32000000,5975,104632573,0
Color,Phat Girlz ,2006,3,3000000,2321,7059537,837
Color,Phantasm II ,1988,6.5,3000000,1395,7282851,812
Color,Pet Sematary ,1989,6.6,11500000,2987,57469179,0
Color,Persepolis ,2007,8,7300000,1754,4443403,14000
Color,Perfume: The Story of a Murderer ,2006,7.5,50000000,253,2208939,26000
Color,Percy Jackson: Sea of Monsters ,2013,5.9,90000000,10882,68558662,28000
Color,Percy Jackson & the Olympians: The Lightning Thief ,2010,5.9,95000000,14024,88761720,9000
Color,People I Know ,2002,5.5,22000000,15612,121972,217
Color,Penguins of Madagascar ,2014,6.7,132000000,19963,83348920,11000
Color,Peggy Sue Got Married ,1986,6.3,18000000,14672,41382841,0
Color,Peeples ,2013,5.3,15000000,3322,9123834,0
Black and White,Pearl Harbor ,2001,6.1,140000000,5401,198539855,0
Color,Peaceful Warrior ,2006,7.3,10000000,2673,1055654,0
Color,PCU ,1994,6.5,8000000,4908,4350774,0
Color,Paycheck ,2003,6.3,60000000,3637,53789313,0
Color,Payback ,1999,7.1,50000000,3148,81517441,0
Color,Pay It Forward ,2000,7.2,40000000,23920,33508922,16000
Color,Paul Blart: Mall Cop 2 ,2015,4.4,30000000,3552,71038190,8000
Color,Paul Blart: Mall Cop ,2009,5.2,26000000,2954,20819129,0
Color,Paul ,2011,7,40000000,390,37371385,42000
Color,Patriot Games ,1992,6.9,45000000,12757,83287363,0
Color,Pathology ,2008,6,8000000,3185,108662,3000
Color,Patch Adams ,1998,6.7,50000000,74382,135014968,0
