Type,Title,Year,Score,Gross
Color,I Got the Hook Up ,1998,3.9,10305534
Color,I Heart Huckabees ,2004,6.7,12784713
Color,I Hope They Serve Beer in Hell ,2009,5.3,1425993
Color,I Know What You Did Last Summer ,1997,5.6,72219395
Color,I Love You Phillip Morris ,2009,6.6,2035566
Color,"I Love You, Beth Cooper ",2009,5.3,14793904
Color,"I Love You, Don't Touch Me! ",1997,5.4,33598
Color,"I Love You, Man ",2009,7.1,71347010
Color,I Love Your Work ,2003,5.4,2580
Color,I Married a Strange Person! ,1997,7,203134
Color,I Origins ,2014,7.3,334658
Color,I Served the King of England ,2006,7.4,617228
Color,I Spit on Your Grave ,2010,6.3,92401
Color,I Spy ,2002,5.4,33105600
Color,I Still Know What You Did Last Summer ,1998,4.6,39989008
Color,I Think I Love My Wife ,2007,5.5,12550242
Color,I Want Someone to Eat Cheese With ,2006,6.2,194568
Color,I Want Your Money ,2010,5.1,425899
Color,"I, Frankenstein ",2014,5.1,19059018
Color,"I, Robot ",2004,7.1,144795350
Color,Ice Age ,2002,7.6,176387405
Color,Ice Age: Continental Drift ,2012,6.6,161317423
Color,Ice Age: Dawn of the Dinosaurs ,2009,7,196573705
Color,Ice Age: The Meltdown ,2006,6.9,195329763
Color,Ice Princess ,2005,6,24381334
Black and White,Ida ,2013,7.4,3826455
Color,Identity Thief ,2013,5.7,134455175
Color,Identity ,2003,7.3,51475962
Color,Idiocracy ,2006,6.6,438653
Color,Idle Hands ,1999,6.2,4002955
Color,Idlewild ,2006,6.2,12549485
Color,If I Stay ,2014,6.8,50461335
Color,Igby Goes Down ,2002,7,4681503
Color,Iguana ,1988,6.2,
Color,Illuminata ,1998,6.2,836641
Black and White,I'm Not There. ,2007,7,4001121
Color,Imaginary Heroes ,2004,7.3,228524
Color,Imagine Me & You ,2005,6.9,671240
Color,Imagine That ,2009,5.6,16088610
Color,Immortals ,2011,6.1,83503161
Color,Impact Point ,2008,4.3,
Color,Impostor ,2001,6.2,6114237
Color,In & Out ,1997,6.3,63826569
Color,In Bruges ,2008,8,7757130
Black and White,In Cold Blood ,1967,8,
Color,In Dreams ,1999,5.5,11900000
Color,In Good Company ,2004,6.5,45489752
Color,In Her Line of Fire ,2006,4.1,721
Color,In the Bedroom ,2001,7.5,35918429
Color,In the Company of Men ,1997,7.3,2856622
Color,In the Cut ,2003,5.3,4717455
Color,In the Heart of the Sea ,2015,7,24985612
Color,In the Land of Blood and Honey ,2011,4.3,301305
Color,In the Land of Women ,2007,6.5,11043445
Color,In the Name of the King: A Dungeon Siege Tale ,2007,3.8,4535117
Color,In the Name of the King: The Last Job ,2014,3.3,
Black and White,In the Shadow of the Moon ,2007,8.1,1134049
Color,In the Valley of Elah ,2007,7.2,6777589
Color,In Time ,2011,6.7,37553932
Color,In Too Deep ,1999,6.1,14003141
Color,Incendies ,2010,8.2,6857096
Color,Inception ,2010,8.8,292568851
Color,Inchon ,1981,2.7,
Color,Incident at Loch Ness ,2004,6.6,36830
Color,Independence Day ,1996,6.9,306124059
Color,Independence Day: Resurgence ,2016,5.5,102315545
Color,Independence Daysaster ,2013,3.4,
Color,Indiana Jones and the Kingdom of the Crystal Skull ,2008,6.2,317011114
Color,Indiana Jones and the Last Crusade ,1989,8.3,197171806
Color,Indiana Jones and the Temple of Doom ,1984,7.6,179870271
Color,Indie Game: The Movie ,2012,7.7,
Color,Indignation ,2016,7.8,560512
Color,Inescapable ,2012,5.2,4063
Color,Infamous ,2006,7.1,1150403
Color,Inglourious Basterds ,2009,8.3,120523073
Color,Inherent Vice ,2014,6.7,8093318
Color,Ink ,2009,7,
Color,Inkheart ,2008,6.1,17281832
Black and White,Inside Deep Throat ,2005,6.8,653621
Color,Inside Job ,2010,8.3,4311834
Color,Inside Llewyn Davis ,2013,7.4,13214255
Color,Inside Man ,2006,7.6,88504640
Color,Inside Out ,2015,8.3,356454367
Color,Insidious ,2010,6.8,53991137
Color,Insidious: Chapter 2 ,2013,6.6,83574831
Color,Insidious: Chapter 3 ,2015,6.1,52200504
Color,Insomnia Manica ,2005,5.8,
Color,Insomnia ,2002,7.2,67263182
Color,Inspector Gadget ,1999,4.1,97360069
Color,Instinct ,1999,6.5,34098563
Color,Instructions Not Included ,2013,7.6,44456509
Color,Insurgent ,2015,6.3,129995817
Color,Interstellar ,2014,8.6,187991439
Color,Interview with the Assassin ,2002,6.6,47329
Color,Interview with the Vampire: The Vampire Chronicles ,1994,7.6,105264608
Color,Into the Blue ,2005,5.8,18472363
Color,Into the Storm ,2014,5.8,47553512
Color,Into the Wild ,2007,8.2,18352454
Color,Into the Woods ,2014,6,127997349
Color,Intolerable Cruelty ,2003,6.3,35096190
Black and White,Intolerance: Love's Struggle Throughout the Ages ,1916,8,
Color,Invaders from Mars ,1986,5.5,4884663
Color,Invasion U.S.A. ,1985,5.3,
Color,Invictus ,2009,7.4,37479778
Color,Ip Man 3 ,2015,7.2,2126511
Color,Ira & Abby ,2006,6.5,220234
Color,Iraq for Sale: The War Profiteers ,2006,7.7,
Color,Iris ,2001,7.1,1292119
Color,Iron Man 2 ,2010,7,312057433
Color,Iron Man 3 ,2013,7.2,408992272
Color,Iron Man ,2008,7.9,318298180
Color,Ironclad ,2011,6.2,
Color,Irreplaceable ,2016,7.2,
Color,Irreversible ,2002,7.4,753501
Color,Ishtar ,1987,4.2,14375181
Color,Isn't She Great ,2000,5.3,2954405
Color,It Follows ,2014,6.9,14673301
Black and White,It Happened One Night ,1934,8.2,
Color,"It's a Mad, Mad, Mad, Mad World ",1963,7.6,46300000
Color,It's a Wonderful Afterlife ,2010,5.4,
Color,It's a Wonderful Life ,1946,8.6,
Color,It's All Gone Pete Tong ,2004,7.4,120620
Color,It's Complicated ,2009,6.6,112703470
Color,It's Kind of a Funny Story ,2010,7.2,6350058
Color,J. Edgar ,2011,6.6,37304950
Color,Jab Tak Hai Jaan ,2012,6.9,3047539
Color,Jack and Jill ,2011,3.4,74158157
Color,Jack Brooks: Monster Slayer ,2007,6,
Color,Jack Reacher ,2012,7,160067286
Color,Jack Ryan: Shadow Recruit ,2014,6.2,50549107
Color,Jack the Giant Slayer ,2013,6.3,65171860
Color,Jackass 3D ,2010,7.1,117224271
Color,Jackass Number Two ,2006,7.1,72755517
Color,Jackass: The Movie ,2002,6.6,64267897
Color,Jackie Brown ,1997,7.5,39647595
Color,Jade ,1995,5.1,9795017
Color,Jakob the Liar ,1999,6.5,4956401
Color,Jane Got a Gun ,2016,5.8,1512815
Color,Jarhead ,2005,7.1,62647540
Color,Jason Bourne ,2016,7.1,108521835
Color,Jason Goes to Hell: The Final Friday ,1993,4.3,15935068
Color,Jason Lives: Friday the 13th Part VI ,1986,5.9,19472057
Color,Jason X ,2001,4.4,12610731
Color,Jawbreaker ,1999,5.4,3071947
Color,Jaws 2 ,1978,5.7,102922376
Color,Jaws ,1975,8,260000000
Color,Jaws: The Revenge ,1987,2.8,20763013
Color,Jay and Silent Bob Strike Back ,2001,6.9,30059386
Color,Jeepers Creepers II ,2003,5.6,35143332
Color,Jeepers Creepers ,2001,6.1,37470017
Color,"Jeff, Who Lives at Home ",2011,6.5,4244155
Color,Jefferson in Paris ,1995,5.7,2474000
Color,Jekyll and Hyde... Together Again ,1982,6.2,
Color,Jennifer's Body ,2009,5.1,16204793
Color,Jerry Maguire ,1996,7.3,153620822
Color,Jersey Boys ,2014,6.9,47034272
Color,Jersey Girl ,2004,6.2,25266129
Color,Jesus People ,2007,6.9,
Color,Jesus' Son ,1999,7,1282084
Black and White,JFK ,1991,8,70405498
Color,Jimmy and Judy ,2006,6.2,
Color,Jimmy Neutron: Boy Genius ,2001,6,80920948
Color,Jindabyne ,2006,6.4,399879
Color,Jingle All the Way ,1996,5.4,60573641
Color,Joe Dirt ,2001,5.9,27087695
Color,Joe Somebody ,2001,5.5,22770864
Color,Joe ,2013,6.9,371897
Color,John Carter ,2012,6.6,73058679
Color,John Q ,2002,7,71026631
Color,Johnny English Reborn ,2011,6.3,8129455
Color,Johnny English ,2003,6.1,27972410
Black and White,Johnny Suede ,1991,5.8,
Color,Johnson Family Vacation ,2004,4.3,31179516
Color,Jonah Hex ,2010,4.7,10539414
Color,Jonah: A VeggieTales Movie ,2002,6.6,25571351
Color,Josie and the Pussycats ,2001,5.3,14252830
Color,Journey 2: The Mysterious Island ,2012,5.8,103812241
Color,Journey from the Fall ,2006,7.4,638951
Color,Journey to Saturn ,2008,5.7,
Color,Journey to the Center of the Earth ,2008,5.8,101702060
Color,Joy Ride ,2001,6.6,21973182
Color,Joy ,2015,6.6,56443482
Color,Joyeux Noel ,2005,7.8,1050445
Color,Joyful Noise ,2012,5.7,30920167
Black and White,Judgment at Nuremberg ,1961,8.3,
Color,Julia ,1977,7.4,
Color,Julie & Julia ,2009,7,94125426
Color,Julija in alfa Romeo ,2015,6.4,
Color,Jumper ,2008,6.1,80170146
Color,Jumping the Broom ,2011,5.7,37295394
Color,Jungle Shuffle ,2014,4.8,
Color,Juno ,2007,7.5,286985680
Color,Jupiter Ascending ,2015,5.4,47375327
Color,Jurassic Park III ,2001,5.9,181166115
Color,Jurassic Park ,1993,8.1,356784000
Color,Jurassic World ,2015,7,652177271
Color,Just Go with It ,2011,6.4,103028109
Color,Just Like Heaven ,2005,6.7,48291624
Color,Just Looking ,1999,6.7,39852
Color,Just Married ,2003,5.4,56127162
Color,Just My Luck ,2006,5.3,17324744
Color,Just Visiting ,2001,5.8,4777007
Color,Just Wright ,2010,5.8,21520719
Color,Justin Bieber: Never Say Never ,2011,1.6,73000942
Color,Juwanna Mann ,2002,4.5,13571817
Color,K-19: The Widowmaker ,2002,6.7,35168677
Color,Kabhi Alvida Naa Kehna ,2006,6,3275443
Color,Kama Sutra: A Tale of Love ,1996,6,4109095
Color,Kangaroo Jack ,2003,4.4,66734992
Color,Kansas City ,1996,6.3,1292527
Color,Karachi se Lahore ,2015,7,
Color,Kate & Leopold ,2001,6.4,47095453
Color,Katy Perry: Part of Me ,2012,5.9,25240988
Color,Keanu ,2016,6.4,20566327
Color,Keeping the Faith ,2000,6.4,37036404
Color,Keeping Up with the Steins ,2006,5.4,4328294
Color,Kevin Hart: Laugh at My Pain ,2011,7.5,7705974
Color,Kevin Hart: Let Me Explain ,2013,6.7,32230907
Color,Khiladi 786 ,2012,4.3,352684
Color,Khumba ,2013,5.8,
Color,Kick-Ass 2 ,2013,6.6,28751715
Color,Kick-Ass ,2010,7.7,48043505
Color,Kicking & Screaming ,2005,5.6,52580895
Color,Kicks ,2016,7.8,
Color,Kids ,1995,7,7417210
Black and White,Kill Bill: Vol. 1 ,2003,8.1,70098138
Black and White,Kill Bill: Vol. 2 ,2004,8,66207920
Color,Kill List ,2011,6.3,26297
Color,Kill the Messenger ,2014,7,2445646
Color,Killer Elite ,2011,6.5,25093607
Color,Killer Joe ,2011,6.7,1987762
Color,Killers ,2010,5.4,47000485
Color,Killing Them Softly ,2012,6.2,14938570
Color,Killing Zoe ,1993,6.5,418953
Color,Kindergarten Cop ,1990,6,91457688
Color,King Kong ,2005,7.2,654153780
Color,Kingdom of Heaven ,2005,7.2,47396698
Color,Kingdom of the Spiders ,1977,5.9,17000000
Color,Kingpin ,1996,6.9,24944213
Color,King's Ransom ,2005,4.1,4006906
Black and White,Kinsey ,2004,7.1,10214647
Color,Kiss Kiss Bang Bang ,2005,7.6,4235837
Color,Kiss of Death ,1995,5.9,14942422
Color,Kiss of the Dragon ,2001,6.6,36833473
Color,Kiss the Bride ,2007,5.7,31937
Color,Kiss the Girls ,1997,6.6,60491560
Color,Kissing Jessica Stein ,2001,6.7,7022940
Color,Kit Kittredge: An American Girl ,2008,6.7,17655201
Color,Kites ,2010,6,1602466
Color,Knight and Day ,2010,6.3,76418654
Color,Knock Off ,1998,4.8,10076136
Color,Knockaround Guys ,2001,6.1,11632420
Color,Knocked Up ,2007,7,148734225
Color,Knowing ,2009,6.2,79948113
Color,K-PAX ,2001,7.4,50173190
Color,Krampus ,2015,6.2,42592530
Color,Krrish ,2006,6.3,
Color,Krull ,1983,6,
Color,Krush Groove ,1985,6.6,
Color,Kundun ,1997,7,5532301
Color,Kung Fu Hustle ,2004,7.8,17104669
Color,Kung Fu Killer ,2014,6.5,129115
Color,Kung Fu Panda 2 ,2011,7.3,165230261
Color,Kung Fu Panda 3 ,2016,7.2,143523463
Color,Kung Fu Panda ,2008,7.6,215395021
Color,Kung Pow: Enter the Fist ,2002,6.2,16033556
Color,L!fe Happens ,2011,5.7,20186
Color,L.A. Confidential ,1997,8.3,64604977
Color,L.I.E. ,2001,7.2,1141829
Color,La Bamba ,1987,6.8,54215416
Color,La Famille Bélier ,2014,7.4,
Color,La otra conquista ,1998,6.8,886410
Color,Labor Day ,2013,6.9,13362308
Color,Ladder 49 ,2004,6.5,74540762
Color,Lady in the Water ,2006,5.6,42272747
Color,Lady in White ,1988,6.7,1705139
Color,Lady Vengeance ,2005,7.7,211667
Color,Ladyhawke ,1985,7,
Color,Lage Raho Munna Bhai ,2006,8.2,
Color,Lake Mungo ,2008,6.1,
Black and White,Lake of Fire ,2006,8.3,23807
Color,Lake Placid ,1999,5.6,31768374
Color,Lakeview Terrace ,2008,6.1,39263506
Black and White,Land of the Dead ,2005,6.2,20433940
Color,Land of the Lost ,2009,5.4,49392095
Color,Lara Croft Tomb Raider: The Cradle of Life ,2003,5.5,65653758
Color,Lara Croft: Tomb Raider ,2001,5.7,131144183
Color,Larry Crowne ,2011,6.1,35565975
Color,Larry the Cable Guy: Health Inspector ,2006,3.1,15655665
Color,Lars and the Real Girl ,2007,7.4,5949693
Color,Last Action Hero ,1993,6.2,50016394
Color,Last Holiday ,2006,6.4,38360195
Color,Last Orders ,2001,7,2326407
Color,Last Vegas ,2013,6.6,63910583
Color,Latter Days ,2003,7.2,819939
Color,L'auberge espagnole ,2002,7.3,3895664
Color,Law Abiding Citizen ,2009,7.4,73343413
Color,Lawrence of Arabia ,1962,8.4,6000000
Color,Laws of Attraction ,2004,5.9,17848322
Color,Layer Cake ,2004,7.4,2338695
Color,Le Havre ,2011,7.2,611709
Color,Leap Year ,2010,6.4,12561
Color,Leatherheads ,2008,6,31199215
Color,Leaving Las Vegas ,1995,7.6,31968347
Color,Lee Daniels' The Butler ,2013,7.2,116631310
Color,Left Behind ,2014,3.1,27996564
Color,Legal Eagles ,1986,5.9,49851591
Color,"Legally Blonde 2: Red, White & Blonde ",2003,4.6,89808372
Color,Legally Blonde ,2001,6.2,95001351
Color,Legend of Kung Fu Rabbit ,2011,3.2,
Color,Legend of the Guardians: The Owls of Ga'Hoole ,2010,7,55673333
Color,Legend ,2015,7,1865774
Color,Legends of Oz: Dorothy's Return ,2013,5.6,8460990
Color,Legends of the Fall ,1994,7.5,66528842
Color,Legion ,2010,5.2,40168080
Color,Les couloirs du temps: Les visiteurs II ,1998,6,146072
Color,Les Misérables ,2012,7.6,148775460
Color,Les visiteurs ,1993,7,700000
Color,Let Me In ,2010,7.2,12134420
Color,Lethal Weapon 3 ,1992,6.7,144731527
Color,Lethal Weapon 4 ,1998,6.6,129734803
Color,Let's Be Cops ,2014,6.5,82389560
Color,Let's Go to Prison ,2006,6,4613815
Color,Let's Kill Ward's Wife ,2014,5.4,
Color,Letters from Iwo Jima ,2006,7.9,13753931
Color,Letters to God ,2010,6.3,2848578
Color,Letters to Juliet ,2010,6.5,53021560
Color,Liar Liar ,1997,6.8,181395380
Color,Licence to Kill ,1989,6.6,34667015
Color,License to Wed ,2007,5.3,43792641
Color,Lies in Plain Sight ,2010,6.3,
Color,Life as a House ,2001,7.5,15561627
Color,Life During Wartime ,2009,6.5,278821
Color,Life of Pi ,2012,8,124976634
Color,Life or Something Like It ,2002,5.8,14448589
Color,Lifeforce ,1985,6.1,
Color,Light from the Darkroom ,2014,8,
Color,Light It Up ,1999,6,5871603
Color,Light Sleeper ,1992,6.8,1100000
Color,Lights Out ,2016,6.9,56536016
Color,Like Crazy ,2011,6.7,3388210
Color,Like Mike ,2002,5.1,51432423
Color,Lilo & Stitch ,2002,7.2,145771527
Color,Lilya 4-Ever ,2002,7.9,181655
Color,Limbo ,1999,7.1,1997807
Color,Lincoln ,2012,7.4,182204440
Black and White,Lion of the Desert ,1980,8.4,
Color,Lions for Lambs ,2007,6.2,14998070
Color,Lisa Picard Is Famous ,2000,5.7,112521
Color,Listening ,2014,5.6,
Color,Little Big Top ,2006,6.5,
Color,Little Black Book ,2004,5.2,20422207
Color,Little Boy ,2015,7.4,6420319
Color,Little Children ,2006,7.6,5459824
Color,Little Fockers ,2010,5.5,148383780
Color,Little Miss Sunshine ,2006,7.9,59889948
Color,Little Nicholas ,2009,7.2,
Color,Little Nicky ,2000,5.3,39442871
Color,Little Shop of Horrors ,1986,6.9,38747385
Color,Little Voice ,1998,7,4595000
Color,Little White Lies ,2010,7.1,183662
Color,Little Women ,1994,7.3,50003300
Color,Littleman ,2006,4.3,58255287
Color,Live and Let Die ,1973,6.8,35400000
Color,Live Free or Die Hard ,2007,7.2,134520804
Color,Live-In Maid ,2004,7.2,
Color,Living Dark: The Story of Ted the Caver ,2013,6.3,
Color,Living Out Loud ,1998,6.6,12902790
Color,Loaded Weapon 1 ,1993,6.1,27979400
Color,"Lock, Stock and Two Smoking Barrels ",1998,8.2,3650677
Color,Locker 13 ,2014,4.8,2468
Color,Lockout ,2012,6.1,14291570
Color,Logan's Run ,1976,6.8,25000000
Color,LOL ,2012,4.3,
Black and White,Lolita ,1962,7.7,
Color,London Has Fallen ,2016,5.9,62401264
Color,London to Brighton ,2006,7,
Color,London ,2005,6.6,12667
Color,Lone Star ,1996,7.6,13269963
Color,Lone Survivor ,2013,7.6,125069696
Color,Lone Wolf McQuade ,1983,6.3,12200000
Color,Lonesome Jim ,2005,6.6,154077
Color,Looney Tunes: Back in Action ,2003,5.7,20950820
Color,Looper ,2012,7.4,66468315
Color,Loose Cannons ,2010,7.3,
Color,Lord of War ,2005,7.6,24127895
Color,Lords of Dogtown ,2005,7.1,11008432
Color,Lords of London ,2014,3.1,
Color,Loser ,2000,5.3,15464026
Color,Losin' It ,1983,4.8,
Color,Lost in Space ,1998,5.1,69102910
Color,Lost in Translation ,2003,7.8,44566004
Color,Lost Souls ,2000,4.8,16779636
Color,Lottery Ticket ,2010,4.9,24708699
Color,Love & Basketball ,2000,7.2,27441122
Color,Love & Other Drugs ,2010,6.7,32357532
Color,Love Actually ,2003,7.7,59365105
Color,Love and Death on Long Island ,1997,7.1,2542264
Color,Love and Other Catastrophes ,1996,6.4,212285
Color,Love Happens ,2009,5.6,22927390
Color,Love in the Time of Cholera ,2007,6.4,4584886
Color,Love in the Time of Monsters ,2014,5.4,
Color,Love Jones ,1997,7.4,12514138
Color,Love Letters ,1983,6.1,
Black and White,Love Me Tender ,1956,6.2,
Color,Love Ranch ,2010,5.7,134904
Color,Love Stinks ,1999,5.8,2800000
Color,Love the Coopers ,2015,5.7,26284475
Color,Lovely & Amazing ,2001,6.9,4186931
Color,"Lovely, Still ",2008,7.3,124720
Color,Love's Abiding Joy ,2006,7.2,252726
Color,Loving Annabelle ,2006,6.7,
Color,Lucky Break ,2001,6.2,54606
Color,Lucky Number Slevin ,2006,7.8,44988974
Color,Lucky Numbers ,2000,5,10014234
Color,Lucky You ,2007,5.9,5755286
Color,Lucy ,2014,6.4,126546825
Color,Luminarias ,2000,3.6,428535
Color,MacGruber ,2010,5.5,8460995
Color,Machete Kills ,2013,5.6,7268659
Color,Machete ,2010,6.7,26589953
Color,Machine Gun McCain ,1969,6.2,
Color,Machine Gun Preacher ,2011,6.8,537580
Color,Mad City ,1997,6.2,10556196
Color,Mad Hot Ballroom ,2005,7.5,8044906
Black and White,Mad Max 2: The Road Warrior ,1981,7.6,9003011
Color,Mad Max Beyond Thunderdome ,1985,6.2,36200000
Color,Mad Max ,1979,7,
Color,Mad Max: Fury Road ,2015,8.1,153629485
Color,Mad Money ,2008,5.8,20668843
Color,Madadayo ,1993,7.5,48856
Color,Madagascar 3: Europe's Most Wanted ,2012,6.9,216366733
Color,Madagascar ,2005,6.9,193136719
Color,Madagascar: Escape 2 Africa ,2008,6.7,179982968
Color,Made in Dagenham ,2010,7.2,1094798
Color,Made of Honor ,2008,5.8,46012734
Color,Made ,2001,6.4,5308707
Color,Madea Goes to Jail ,2009,4.1,90485233
Color,Madea's Family Reunion ,2006,5,63231524
Color,Madea's Witness Protection ,2012,4.8,65623128
Color,Madison ,2001,6.5,508867
Color,Maggie ,2015,5.6,131175
Color,Magic Mike XXL ,2015,5.7,66009973
Color,Magic Mike ,2012,6.1,113709992
Color,Magnolia ,1999,8,22450975
Color,Maid in Manhattan ,2002,5.1,93815117
Color,Major Dundee ,1965,6.8,14873
Color,Major League ,1989,7.2,49797148
Color,Malcolm X ,1992,7.7,48169908
Color,Maleficent ,2014,7,241407328
Color,Malevolence ,2003,5.1,
Color,Malibu's Most Wanted ,2003,5.1,34308901
Color,Mallrats ,1995,7.2,2122561
Color,Malone ,1987,5.6,3060858
Color,Mama ,2013,6.2,71588220
Color,Mambo Italiano ,2003,6.7,6239558
Color,Mamma Mia! ,2008,6.3,143704210
Color,Man of Steel ,2013,7.2,291021565
Color,Man of the House ,2005,5.4,19118247
Color,Man of the Year ,2006,6.2,37442180
Color,Man on a Ledge ,2012,6.6,18600911
Color,Man on Fire ,2004,7.7,77862546
Color,Man on the Moon ,1999,7.4,34580635
Color,Man on Wire ,2008,7.8,2957978
Color,Mandela: Long Walk to Freedom ,2013,7.1,8324748
