Title,Facenumber,Score,Cast_Likes,Gross
16 Blocks ,2,6.6,15053,36883539
Joe Somebody ,1,5.5,2765,22770864
Jimmy Neutron: Boy Genius ,0,6,2251,80920948
JFK ,1,8,698,70405498
Jesus' Son ,1,7,2125,1282084
Jersey Girl ,5,6.2,3592,25266129
Jerry Maguire ,0,7.3,12182,153620822
Jennifer's Body ,1,5.1,24805,16204793
"Happy, Texas ",3,6.3,2095,1943649
Jawbreaker ,3,5.4,9555,3071947
Jason X ,1,4.4,3050,12610731
Jason Lives: Friday the 13th Part VI ,0,5.9,1862,19472057
Anaconda ,0,4.6,3717,65557989
Jason Goes to Hell: The Final Friday ,0,4.3,2899,15935068
Jason Bourne ,0,7.1,13752,108521835
Beverly Hills Cop III ,1,5.5,1093,42610000
Jarhead ,0,7.1,15850,62647540
Jackass: The Movie ,0,6.6,1770,64267897
Jack the Giant Slayer ,1,6.3,1766,65171860
It's All Gone Pete Tong ,1,7.4,865,120620
"It's a Mad, Mad, Mad, Mad World ",0,7.6,4109,46300000
Formula 51 ,2,6.3,1044,5204007
Ishtar ,2,4.2,3374,14375181
Irreversible ,0,7.4,118,753501
Iron Man 3 ,3,7.2,30426,408992272
Iron Man 2 ,4,7,48638,312057433
G.I. Joe: The Rise of Cobra ,4,5.8,26683,150167630
Iron Man ,3,7.9,39252,318298180
Iris ,1,7.1,16768,1292119
American Sniper ,0,7.3,16277,350123553
Ip Man 3 ,0,7.2,615,2126511
Invictus ,1,7.4,24458,37479778
Intolerable Cruelty ,1,6.3,1395,35096190
Into the Woods ,1,6,62837,127997349
Into the Wild ,0,8.2,18752,18352454
Into the Storm ,0,5.8,1367,47553512
Into the Blue ,3,5.8,25049,18472363
Interview with the Vampire: The Vampire Chronicles ,0,7.6,25697,105264608
Interview with the Assassin ,0,6.6,243,47329
Insurgent ,0,6.3,22622,129995817
Instructions Not Included ,1,7.6,688,44456509
Inspector Gadget ,0,4.1,5320,97360069
Inside Deep Throat ,0,6.8,1136,653621
Hedwig and the Angry Inch ,0,7.8,993,3029081
Inherent Vice ,0,6.7,707,8093318
Baghead ,0,6,2016,140016
Beastmaster 2: Through the Portal of Time ,2,3.8,2000,869325
Inglourious Basterds ,1,8.3,36741,120523073
An Alan Smithee Film: Burn Hollywood Burn ,0,3.5,2655,15447
Inescapable ,3,5.2,242,4063
Eagle Eye ,3,6.6,5637,101111837
Indignation ,0,7.8,8972,560512
Indiana Jones and the Last Crusade ,5,8.3,12884,197171806
Baby Geniuses ,2,2.5,2936,27141959
Indiana Jones and the Kingdom of the Crystal Skull ,2,6.2,14959,317011114
Independence Day ,0,6.9,16785,306124059
In Time ,2,6.7,34011,37553932
In the Shadow of the Moon ,0,8.1,408,1134049
Casa de mi Padre ,1,5.5,10123,5895238
In the Land of Women ,0,6.5,20312,11043445
In the Heart of the Sea ,0,7,28328,24985612
Hook ,1,6.7,64259,119654900
In Her Line of Fire ,2,4.1,1284,721
Far from Heaven ,2,7.4,2447,15854988
In Good Company ,2,6.5,28493,45489752
In Bruges ,1,8,173,7757130
Impostor ,4,6.2,2664,6114237
Imagine Me & You ,0,6.9,619,671240
Imaginary Heroes ,2,7.3,768,228524
Illuminata ,0,6.2,1585,836641
If I Stay ,3,6.8,20466,50461335
Idle Hands ,0,6.2,3654,4002955
Idiocracy ,0,6.6,1490,438653
Herbie Fully Loaded ,1,4.7,2177,66002004
Identity Thief ,2,5.7,5826,134455175
Identity ,0,7.3,3969,51475962
Employee of the Month ,2,5.5,4441,28435406
Ice Age: Dawn of the Dinosaurs ,0,7,1258,196573705
Ice Age: Continental Drift ,0,6.6,25354,161317423
"I, Frankenstein ",0,5.1,3165,19059018
I Want Your Money ,0,5.1,168,425899
I Want Someone to Eat Cheese With ,0,6.2,2179,194568
Four Weddings and a Funeral ,4,7.1,1862,52700832
I Think I Love My Wife ,3,5.5,13446,12550242
Grown Ups ,4,6,28497,162001186
I Still Know What You Did Last Summer ,2,4.6,49847,39989008
I Spy ,1,5.4,1576,33105600
Hostel: Part II ,0,5.4,4707,17544812
I Spit on Your Grave ,0,6.3,2423,92401
Free Birds ,1,5.9,3104,55747724
I Served the King of England ,1,7.4,92,617228
A History of Violence ,1,7.5,12754,31493782
I Origins ,0,7.3,7098,334658
"I Love You, Man ",2,7.1,28928,71347010
"I Love You, Don't Touch Me! ",1,5.4,623,33598
8 Women ,1,7.1,3543,3076425
"I Love You, Beth Cooper ",1,5.3,4072,14793904
Go ,3,7.3,2475,16842303
I Love You Phillip Morris ,0,6.6,931,2035566
Carlos ,0,7.7,1032,145118
I Know What You Did Last Summer ,1,5.6,50284,72219395
Deep Blue Sea ,1,5.8,3697,73648142
I Heart Huckabees ,11,6.7,8094,12784713
I Dreamed of Africa ,1,5.6,1778,6543194
Case 39 ,1,6.2,15790,13248477
I Can Do Bad All by Myself ,6,4.1,1465,51697449
Boogie Nights ,15,7.9,3677,26384919
Crazy in Alabama ,0,6.3,4834,1954202
I Am Sam ,0,7.6,3152,40270895
I Am Number Four ,1,6.1,15608,55092830
I Am Love ,1,7,474,5004648
Hustle & Flow ,1,7.4,727,22201636
Hurricane Streets ,3,6.5,2322,334041
"A Woman, a Gun and a Noodle Shop ",1,5.7,36,381332
Human Traffic ,2,7.1,1430,104257
Hulk ,0,5.7,1814,132122995
Darkness ,0,5.4,1228,22160085
Hugo ,0,7.5,36017,73820094
Hudson Hawk ,0,5.7,15944,17218080
Howard the Duck ,1,4.6,3000,16295774
A Good Day to Die Hard ,2,5.3,15481,67344392
How to Train Your Dragon ,0,8.2,20453,217387997
How to Deal ,1,5.7,1882,14108518
How to Be a Player ,2,5.3,2939,13960203
How the Grinch Stole Christmas ,0,6,4146,260031035
How Stella Got Her Groove Back ,1,5.5,1660,37672350
How Do You Know ,4,5.3,993,30212620
House Party 2 ,0,5.1,2523,19281235
House of Sand and Fog ,0,7.6,2282,13005485
House of Flying Daggers ,3,7.6,1244,11041228
House of D ,2,7,51441,371081
A Sound of Thunder ,0,4.2,1890,1891821
House of 1000 Corpses ,0,6,2444,12583510
House at the End of the Street ,1,5.6,35717,31607598
Hotel Transylvania 2 ,0,6.7,26839,169692572
Hotel Rwanda ,1,8.1,4142,23472900
Bend It Like Beckham ,0,6.7,2201,32541719
Beyond the Mat ,3,7.6,194,2047570
Hotel for Dogs ,4,5.4,5174,73023275
Hot Tub Time Machine 2 ,4,5.1,4702,12282677
Free Style ,3,4.2,2519,140987
Hot Tub Time Machine ,8,6.4,1272,50213619
Hot Pursuit ,2,5.1,1679,34507079
Hot Fuzz ,1,7.9,485,23618786
Hostel ,0,5.9,2990,47277326
Horrible Bosses 2 ,7,6.3,30571,54414716
Donnie Brasco ,2,7.8,56014,41954997
Horrible Bosses ,5,6.9,18669,117528646
Hope Floats ,1,5.9,2860,60033780
Hoot ,0,5.6,10732,8080116
Hoop Dreams ,0,8.3,15,7830611
Gettysburg ,0,7.7,2107,10769960
Home Run ,2,6,2681,2859955
Home for the Holidays ,1,6.6,25263,17518220
About Schmidt ,1,7.2,1556,65010106
Hollywood Ending ,0,6.6,12766,4839383
A Room for Romeo Brass ,2,7.7,6111,18434
Hoffa ,2,6.6,1394,24276500
Hitch ,1,6.6,13426,177575142
Hit and Run ,5,6.1,15922,13746550
Highlander: The Final Dimension ,0,4.3,2960,13829734
Highlander: Endgame ,1,4.6,2764,12801190
Highlander ,1,7.2,1852,5900000
High Tension ,1,6.8,923,3645438
Bad Words ,0,6.7,2061,7764027
Beyond the Lights ,1,6.9,3110,14612840
High Heels and Low Lifes ,2,6.2,3049,226792
High Fidelity ,0,7.6,3141,27277055
Hey Arnold! The Movie ,0,5.9,3752,13684949
Hesher ,0,7.1,44969,382946
Hercules ,0,6,32470,145320058
Her ,1,8,19359,25556065
Henry V ,1,7.7,1341,10161099
Hellboy II: The Golden Army ,0,7,3632,75754670
Hellboy ,1,6.8,1112,59035104
Being John Malkovich ,2,7.8,1171,22858926
Heaven's Gate ,0,6.8,14255,1500000
Hearts in Atlantis ,1,6.9,13811,24185781
Heartbreakers ,3,6.2,2912,40334024
Headhunters ,3,7.6,385,1196752
Head of State ,1,5.4,4537,37788228
He's Just Not That Into You ,7,6.4,318,93952276
He Got Game ,0,6.9,37315,21554585
Basquiat ,4,6.9,11459,2961991
Friday After Next ,0,5.8,3712,32983713
Guiana 1838 ,0,7.4,15,227241
Hansel & Gretel: Witch Hunters ,2,6.1,11946,55682070
Haywire ,5,5.8,31187,18934858
Down and Out with the Dolls ,0,6.1,318,58936
Glee: The 3D Concert Movie ,0,5.4,4617,11860839
Hav Plenty ,2,6.5,714,2301777
Harry Potter and the Prisoner of Azkaban ,3,7.8,33284,249358727
Harry Potter and the Half-Blood Prince ,3,7.5,58753,301956980
Harry Potter and the Goblet of Fire ,1,7.6,53413,289994397
Harry Brown ,1,7.2,2486,1818681
Harriet the Spy ,1,5.9,2486,26539321
Harold & Kumar Escape from Guantanamo Bay ,2,6.6,4065,38087366
Hardflip ,3,5.6,263584,96734
Hardball ,3,6.3,18630,40219708
Dream with the Fishes ,0,7,1692,464655
Hard Rain ,0,5.8,13628,19819494
Hard Candy ,0,7.1,117,1007962
Happy Feet 2 ,0,5.9,62644,63992328
"Bright Lights, Big City ",0,5.6,3067,16118077
Happy Feet ,0,6.5,70996,197992827
Happiness ,9,7.8,36859,3000000
Hannibal Rising ,0,6.2,1344,27667947
Hannah Montana: The Movie ,2,4.2,4516,79566871
Daddy Day Care ,1,5.5,4050,104148781
Hanna ,0,6.8,257,40247512
Hanging Up ,3,4.7,1238,36037909
Hamlet 2 ,1,6.4,3767,4881867
Hamlet ,0,7.8,3290,8829070
Batman Forever ,4,5.4,2880,184031112
Chuck & Buck ,0,6.6,1378,1050600
Halloween: The Curse of Michael Myers ,0,4.9,1227,15126948
Halloween: Resurrection ,5,4.1,5440,30259652
Halloween III: Season of the Witch ,0,4.6,684,14400000
Halloween 5 ,1,5.2,1308,11642254
2016: Obama's America ,0,5.1,1111,33349949
Halloween 4: The Return of Michael Myers ,0,5.9,1136,17768000
Halloween ,0,7.9,13200,141000000
Hall Pass ,3,5.9,3393,45045037
Half Nelson ,2,7.2,33734,2694973
"Hail, Caesar! ",5,6.4,38494,29997095
Hackers ,1,6.2,13821,7564000
Brigham City ,0,7.2,1107,798341
Gun Shy ,0,5.7,17665,1631839
Gulliver's Travels ,1,4.9,1173,42776259
2012 ,0,5.8,2144,166112167
Guardians of the Galaxy ,3,8.1,32438,333130696
Grudge Match ,1,6.4,36009,29802761
Grown Ups 2 ,4,5.4,39269,133668525
Grindhouse ,0,7.6,22186,25031037
Gridiron Gang ,1,6.9,15811,38432823
Crocodile Dundee in Los Angeles ,0,4.8,1315,25590119
Gremlins ,0,7.2,2053,148170000
Green Room ,0,7.1,1836,3219029
Blood Diamond ,0,8,33160,57366262
Gravity ,0,7.8,87,274084951
Gran Torino ,0,8.2,17347,148085755
Gracie ,1,6.2,2007,2955039
Grace Unplugged ,0,6.1,3894,2507106
Gosford Park ,0,7.3,3261,41300105
Goosebumps ,4,6.4,10994,160043480
All Good Things ,2,6.3,39515,578382
Along Came a Spider ,0,6.3,17109,74058698
"Good Morning, Vietnam ",1,7.3,50141,123922370
Good Dick ,0,6.5,7144,15542
Good Deeds ,1,5.4,2226,35010192
Good ,1,6.2,11091,23091
Godzilla 2000 ,0,6,53,10037390
Central Station ,0,8,167,5595428
Godsend ,1,4.8,23352,14334645
Gods and Monsters ,2,7.5,4238,6390032
Gods and Generals ,0,6.3,1671,12870569
Goal! The Dream Begins ,0,6.8,2859,4280577
Gladiator ,0,8.5,6521,187670866
"Girl, Interrupted ",0,7.3,13433,28871190
Girl with a Pearl Earring ,0,7,34700,11634362
Girl 6 ,3,5,4497,4903000
Gigli ,0,2.4,286,5660084
Ghosts of Mississippi ,0,6.7,3968,13052741
Ghost World ,0,7.4,34106,6200756
Bruce Almighty ,1,6.7,21276,242589580
Ghost Ship ,0,5.5,1083,30079316
Ghost Rider: Spirit of Vengeance ,1,4.3,16121,51774002
Ghost Rider ,1,5.2,14017,115802596
Be Cool ,4,5.7,15889,55808744
Ghost ,0,7,3100,217631306
Getaway ,1,4.4,676,10494494
Get Smart ,1,6.5,44798,130313314
Get on the Bus ,10,6.8,5963,5731103
Get Low ,1,7.1,19330,9176553
Another Earth ,1,7,1303,1316074
Conspiracy Theory ,1,6.7,8355,76081498
Get Hard ,2,6,12556,90353764
200 Cigarettes ,5,5.9,2697,6851636
Get Carter ,1,5.1,14463,14967182
Georgia Rule ,3,5.9,4039,18882880
George Washington ,0,7.5,642,241816
Gattaca ,2,7.8,1942,12339633
Dreamer: Inspired by a True Story ,1,6.9,1400,32701088
Galaxy Quest ,3,7.3,26998,71423726
G.I. Jane ,1,5.8,15569,48154732
G-Force ,0,5.1,2217,119420252
Fury ,4,7.6,20411,85707116
Furious 7 ,0,7.2,79150,350034110
Fur: An Imaginary Portrait of Diane Arbus ,2,6.5,25173,220914
Dead Man Down ,2,6.5,4253,10880926
Fun Size ,1,5.4,3715,9402410
Full Frontal ,0,4.7,11327,2506446
Fuel ,0,7.6,1252,173783
Austin Powers: International Man of Mystery ,2,7,10557,53868030
City of Angels ,1,6.7,13905,78745923
Curious George ,0,6.6,11124,58336565
Fruitvale Station ,0,7.5,687,16097842
A Very Long Engagement ,1,7.7,405,6167817
Frozen River ,1,7.2,994,2508841
Frozen ,0,7.6,2582,400736600
A Nightmare on Elm Street ,1,7.5,85836,53010000
Frost/Nixon ,1,7.7,6161,18593156
Code 46 ,0,6.3,1176,197148
From Dusk Till Dawn ,2,7.3,23296,25753840
From a Whisper to a Scream ,0,5.9,1329,1400000
For Your Consideration ,0,6.3,3535,5542025
Fright Night ,1,6.4,1393,18298649
Friday the 13th: A New Beginning ,0,4.7,170,21300000
Friday the 13th Part VIII: Jason Takes Manhattan ,0,4.5,1327,14343976
"Blood In, Blood Out ",2,8,3227,4496583
Friday the 13th Part VII: The New Blood ,0,5.3,1855,19170001
Friday the 13th Part III ,0,5.7,174,36200000
Friday ,1,7.3,3455,27900000
Frequency ,0,7.3,4045,44983704
Freddy's Dead: The Final Nightmare ,0,4.9,42002,34872293
Freddy Got Fingered ,1,4.5,2689,14249005
Big Fish ,0,8,16138,66257002
Freaky Friday ,2,6.1,3984,110222438
Cats Don't Dance ,0,6.9,7394,3562749
Frances Ha ,0,7.4,2260,4063238
Four Rooms ,6,6.7,7921,4301331
Four Christmases ,2,5.6,9913,120136047
Four Brothers ,3,6.9,2740,74484168
Fortress ,0,5.9,4755,6739141
Fort McCoy ,1,5.9,4374,73678
For Your Eyes Only ,1,6.8,2118,62300000
For Colored Girls ,0,6,6035,37721949
Foolish ,0,4.3,2196,6026908
Fool's Gold ,0,5.6,13827,70224196
"Food, Inc. ",0,7.9,42,4417124
A Nightmare on Elm Street 4: The Dream Master ,0,5.7,450,49369900
Focus ,0,6.6,11943,53846915
Flyboys ,1,6.6,12634,13082288
Brooklyn's Finest ,1,6.7,6317,27154426
Flushed Away ,0,6.7,35161,64459316
Flipper ,1,5.2,616,20047715
Flight ,0,7.3,20952,93749203
Cellular ,1,6.5,1102,32003620
Flicka ,0,6.2,3845,20998709
Flatliners ,5,6.6,10493,61490000
Flashdance ,0,6.1,791,94900000
Flash of Genius ,0,7,64,4234040
Flame and Citron ,1,7.3,1098,145109
Die Hard 2 ,0,7.1,16595,117541000
Eastern Promises ,1,7.7,17211,17114882
Fiza ,3,6.2,773,610991
Bride Wars ,2,5.4,13794,58715510
First Knight ,3,5.9,1695,37600435
Finishing the Game: The Search for a New Bruce Lee ,0,6.2,734,52850
Finding Nemo ,0,8.2,5641,380838870
Find Me Guilty ,2,7.1,37606,1172769
Final Destination 3 ,0,5.8,2420,54098051
Central Intelligence ,2,6.6,14569,126088877
Final Destination ,1,6.7,3345,53302314
Filly Brown ,1,5.7,2459,2833383
Fighting Tommy Riley ,0,6.6,185,5199
Fight Club ,2,8.8,13209,37023395
Fifty Shades of Black ,4,3.5,2848,11675178
Bubble Boy ,0,5.6,18864,5002310
Fido ,1,6.8,786,298110
21 & Over ,0,5.9,2730,25675765
After Earth ,0,4.9,14168,60522097
Fiddler on the Roof ,0,8,934,50000000
Cutthroat Island ,3,5.6,3611,11000000
Fever Pitch ,1,6.2,1827,42071069
Felicia's Journey ,0,7,5426,819852
Black Snake Moan ,0,7,5012,9396487
Feardotcom ,1,3.3,4262,13208023
Fear and Loathing in Las Vegas ,0,7.7,43105,10562387
Fatal Attraction ,0,6.9,1639,156645693
Alien: Resurrection ,0,6.3,3090,47748610
Fat Albert ,1,4.3,4604,48114556
Faster ,1,6.5,14699,23225911
Cats & Dogs: The Revenge of Kitty Galore ,0,4.3,3326,43575716
Fast Five ,3,7.3,55345,209805005
Brazil ,0,8,29475,9929000
Fantastic Mr. Fox ,0,7.8,24770,20999103
Fantastic Four ,3,4.3,2522,112228442
Fantastic 4: Rise of the Silver Surfer ,3,5.6,15302,131920333
Alive ,3,7.1,2054,36733909
Cool Runnings ,1,6.9,2496,68856263
Fame ,0,5,5734,22452209
Falcon Rising ,1,5.8,3089,8691
Fahrenheit 9/11 ,0,7.5,1448,119078393
Facing the Giants ,0,6.7,916,10174663
Capote ,1,7.4,22140,28747570
Face/Off ,0,7.3,17087,112225777
Anchorman: The Legend of Ron Burgundy ,5,7.2,656730,84136909
Eraser ,1,6.1,3454,101228120
Eye of the Dolphin ,1,5.7,1491,71904
Eye of the Beholder ,1,4.9,1069,16459004
Eye for an Eye ,1,6.1,3174,53146000
Extremely Loud & Incredibly Close ,1,6.9,15595,31836745
Extract ,6,6.2,41867,10814185
Exotica ,1,7.2,2990,5132222
Exorcist: The Beginning ,0,5.1,1970,41814863
Cinderella ,1,7,9342,402296318
Exodus: Gods and Kings ,0,6.1,52979,130014090
eXistenZ ,0,6.8,2990,2840417
American Reunion ,7,6.7,8398,56724080
Executive Decision ,0,6.4,2916,68750000
Ex Machina ,0,7.7,430,25440971
Elizabethtown ,0,6.4,12700,26838389
Evita ,1,6.3,164,49994804
Everyone Says I Love You ,0,6.8,1614,9714482
Ever After: A Cinderella Story ,1,7,2747,65703412
Being Julia ,2,7.1,847,7739049
Eve's Bayou ,2,7.3,3843,14821531
Eulogy ,6,6.7,14656,70527
Eternal Sunshine of the Spotless Mind ,1,8.3,19364,34126138
Bran Nue Dae ,7,6.3,225,110029
Escape from Planet Earth ,2,5.9,3361,57011847
Dinner Rush ,1,7.3,1156,110000
Escape from New York ,1,7.2,2270,25244700
Erin Brockovich ,0,7.3,10003,125548685
Eragon ,0,5.1,4487,75030163
Boiler Room ,3,7,17336,16938179
Envy ,1,4.8,1189,12181484
Enter the Void ,0,7.3,943,336467
Enough Said ,2,7.1,1183,17536788
Enemy of the State ,4,7.3,11951,111544445
Ender's Game ,4,6.7,12908,61656849
End of Watch ,2,7.7,27788,40983001
End of the Spear ,3,7,1058,11703287
End of Days ,0,5.7,3903,66862068
Crash ,0,7.9,11464,109114696
Enchanted ,2,7.1,662,127706877
Elysium ,0,6.6,17689,93050117
Ella Enchanted ,1,6.3,17292,22913677
A Haunted House ,6,5.1,3421,40041683
Elizabeth ,1,7.5,1006,30012990
Austin Powers: The Spy Who Shagged Me ,1,6.6,47203,205399422
Eight Legged Freaks ,1,5.4,22554,17266505
Eight Below ,1,7.3,24300,81593527
Edward Scissorhands ,0,7.9,42330,56362352
Around the World in 80 Days ,0,5.8,6350,48008318
Bolt ,0,6.9,20007,114053579
Edge of Tomorrow ,1,7.9,12652,100189501
Charlie Wilson's War ,1,7.1,60646,66636385
Edge of Darkness ,1,6.6,7053,43290977
Eden Lake ,1,6.8,14561,5824
Easy Virtue ,4,6.7,16431,2656324
East Is East ,0,6.9,1616,4170647
DysFunktional Family ,1,6.6,539,2223990
Duplicity ,0,6.2,10623,40559930
Duplex ,0,5.8,3096,9652000
Dumb and Dumberer: When Harry Met Lloyd ,0,3.4,1653,26096584
Dumb and Dumber To ,1,5.7,16179,86208010
Dodgeball: A True Underdog Story ,0,6.7,9460,228648144
Duma ,0,7.3,1579,860002
Dum Maaro Dum ,0,6.2,787,563699
A Madea Christmas ,0,4.7,3202,52528330
Drumline ,0,5.7,2390,56398162
Drowning Mona ,0,5.6,11078,15427192
Drop Dead Gorgeous ,0,6.5,6388,10561238
Drive Angry ,1,5.5,16481,10706786
Drive ,0,7.8,34337,35054909
Cecil B. DeMented ,2,6.2,3059,1276984
Drinking Buddies ,5,6.1,20480,342936
Alien ,0,8.5,2524,78900000
Dressed to Kill ,0,7.1,2442,31899000
Chocolate: Deep Dark Secrets ,5,4.8,2024,49000
Dreaming of Joseph Lees ,0,6.4,2020,7680
Dreamgirls ,0,6.5,2856,103338338
DragonHeart ,0,6.4,2710,51317350
Dreamcatcher ,1,5.5,12194,33685268
Catch a Fire ,3,6.7,678,4291965
Dragonfly ,0,6.1,2109,30063805
Dragonball: Evolution ,0,2.7,1100,9353573
Dragon Blade ,3,6.1,58,72413
Drag Me to Hell ,0,6.6,5642,42057340
Dr. No ,4,7.3,1421,16067035
Doctor Zhivago ,2,8,1966,111722000
Dr. Dolittle 2 ,0,4.6,3287,112950721
Downfall ,0,8.3,2334,5501940
Down to You ,1,4.9,4409,20035310
Down to Earth ,1,5.4,2911,64172251
Down in the Valley ,2,6.5,3921,568695
Doug's 1st Movie ,1,5,2908,19421271
Doubt ,0,7.5,33903,33422556
Double Impact ,2,5.5,874,30102717
Dope ,3,7.3,1342,17474107
Doomsday ,1,6,391,10955425
Donkey Punch ,0,5.2,1558,18378
Cirque du Soleil: Worlds Away ,0,6.8,539,12495865
Don't Be Afraid of the Dark ,1,5.6,3744,24042490
Auto Focus ,3,6.6,2684,2062066
Don Juan DeMarco ,3,6.8,52122,22200000
Domino ,0,6,5702,10137232
Dom Hemingway ,2,6.2,1105,518134
13 Hours ,0,7.4,3580,52822418
Dolphins and Whales 3D: Tribes of the Ocean ,0,6.5,844,7518876
Dolphin Tale 2 ,0,6.4,13904,42019483
Dogtown and Z-Boys ,0,7.7,54,1293295
Dogma ,8,7.4,16693,30651422
Do the Right Thing ,2,7.9,2892,27545445
Barbershop ,0,6.3,2754,75074950
Divine Secrets of the Ya-Ya Sisterhood ,4,6,3845,69586544
Disturbing Behavior ,3,5.5,4660,17411331
District 9 ,0,8,2639,115646235
Dinosaur ,1,6.5,2945,137748063
Diner ,6,7.2,2943,14100000
Did You Hear About the Morgans? ,2,4.7,3150,29580087
3000 Miles to Graceland ,2,5.9,14536,15738632
A Better Life ,0,7.2,2214,1754319
Dick Tracy ,1,6.1,2096,103738726
Dick ,2,6.1,31005,6241697
Diary of the Dead ,0,5.7,1797,952620
Diary of a Wimpy Kid: Rodrick Rules ,2,6.6,3567,52691009
Circumstance ,1,5.9,509,439958
Diary of a Wimpy Kid: Dog Days ,2,6.4,3153,49002815
Diary of a Mad Black Woman ,0,5.6,2723,50382128
Boys Don't Cry ,0,7.6,563,11533945
Devil's Due ,0,4,2517,15818967
Devil ,0,6.3,5628,33583175
Butch Cassidy and the Sundance Kid ,1,8.1,2169,102308900
Deuces Wild ,1,5.6,26961,6044618
Deuce Bigalow: Male Gigolo ,1,5.7,2604,65535067
Detroit Rock City ,0,6.8,2518,4193025
Act of Valor ,0,6.5,146,70011073
Despicable Me ,0,7.7,11608,251501645
Desperado ,0,7.2,33758,25625110
Desert Dancer ,0,6,1281,143653
Derailed ,2,6.6,2019,36020063
Broken Arrow ,2,6,2913,70450000
Delivery Man ,10,6.4,1006,30659817
Déjà Vu ,0,7,1753,821997
"Definitely, Maybe ",5,7.2,16289,31973840
Defendor ,0,6.8,2658,37606
Deep Rising ,0,6,6558,11146409
Deconstructing Harry ,2,7.4,11867,10569071
Deck the Halls ,0,4.9,5468,35092918
Death to Smoochy ,2,6.4,52885,8355815
Death Sentence ,0,6.8,3309,9525276
Death Race ,4,6.4,28643,36064910
Death Becomes Her ,3,6.4,25599,58422650
Death at a Funeral ,0,7.4,48648,17159368
Deadpool ,0,8.1,18239,363024263
Deadfall ,1,6.3,27575,65804
Dead Poets Society ,0,8,51609,95860116
Dead Man's Shoes ,0,7.7,1311,6013
Dazed and Confused ,1,7.7,18643,7993039
Daybreakers ,0,6.5,189,29975979
Bridge of Spies ,0,7.6,16944,72306065
Dawn of the Planet of the Apes ,0,7.6,14363,208543795
Dawn of the Dead ,0,7.4,20876,117771270
Dave Chappelle's Block Party ,0,7.2,2165,11694528
Date Night ,2,6.3,39822,98711404
Date Movie ,0,2.7,6539,48546578
Das Boot ,0,8.4,469,11433134
Darkness Falls ,0,4.9,2212,32131483
Dark Water ,2,5.6,1467,25472967
Born to Fly: Elizabeth Streb vs. Gravity ,1,6.8,0,21199
Dark City ,1,7.7,4696,14337579
Dark Blue ,1,6.6,1873,9059588
Danny Collins ,0,7.1,18712,5348317
Dances with Wolves ,1,8,2398,184208848
Dancer in the Dark ,0,8,2894,4157491
Dance Flick ,0,3.5,4378,25615792
Daddy Day Camp ,2,2.9,1752,13235267
D.E.B.S. ,3,5.3,6380,96793
Cyrus ,2,6.3,1136,7455447
Cursed ,0,5,2535,19294901
Cruel Intentions ,3,6.9,6223,38201895
Crooklyn ,0,6.9,3267,13640000
Crocodile Dundee II ,1,5.5,717,109306210
Critical Care ,2,6,3099,141853
Creepshow 2 ,0,6,3617,14000000
Creed ,1,7.7,15106,109712885
Blackthorn ,0,6.6,1950,199652
"Crazy, Stupid, Love. ",7,7.4,57426,84244877
Crank: High Voltage ,0,6.2,30541,13630226
Crank ,1,7,28767,27829874
Cradle Will Rock ,2,6.9,16878,2899970
Cradle 2 the Grave ,2,5.8,6867,34604054
Bad Boys ,0,6.8,11013,65807024
Coyote Ugly ,5,5.6,3106,60786269
Courage Under Fire ,1,6.6,33233,58918501
Couples Retreat ,6,5.5,8172,109176215
Brokeback Mountain ,0,7.7,39789,83025853
Country Strong ,4,6.3,4204,20218921
Copycat ,0,6.6,12338,32051917
Cop Out ,2,5.6,14483,44867349
Cop Land ,3,6.9,40117,44886089
Conversations with Other Women ,0,7.1,12496,379122
Control ,1,7.7,2614,871577
Contraband ,3,6.5,26625,66489425
Contact ,2,7.4,12289,100853835
Connie and Carla ,3,6.3,2730,8054280
Braveheart ,1,8.4,1976,75600000
Congo ,0,5,1761,81022333
Confessions of a Teenage Drama Queen ,8,4.6,2167,29302097
Concussion ,0,7.1,13371,34531832
Conan the Destroyer ,1,5.8,2481,26400000
Conan the Barbarian ,0,6.9,4048,75134880
Come Early Morning ,0,6.2,1081,117560
College ,0,4.6,4484,4693919
Code Name: The Cleaner ,3,4.5,2700,8104069
Coco Before Chanel ,1,6.7,735,6109075
Coach Carter ,0,7.2,20299,67253092
Cloverfield ,0,7,3958,80034302
Cloud Atlas ,5,7.5,22686,27098580
Clockwatchers ,4,6.4,3011,444354
Clockstoppers ,0,5.2,3917,36985501
Clear and Present Danger ,1,6.9,14178,122012710
CJ7 ,1,6.5,82,206678
City of God ,0,8.7,1211,7563397
City of Ember ,0,6.5,15494,7871693
City Island ,6,7.4,3825,6670712
City Hall ,2,6.2,17877,20300000
Brown Sugar ,1,6.5,3199,27362712
Cirque du Freak: The Vampire's Assistant ,3,5.9,20503,13838130
Chronicle ,0,7.1,2054,64572496
Chocolat ,1,7.3,1323,71309760
Children of Men ,0,7.9,16479,35286428
Anything Else ,2,6.4,14843,3203044
Child's Play ,0,6.5,760,33244684
Alien 3 ,0,6.4,1543,55473600
Child 44 ,3,6.4,27666,1206135
Chicken Run ,0,7,1817,106793915
Cheaper by the Dozen 2 ,6,5.4,20348,82569532
Cheaper by the Dozen ,15,5.8,7014,138614544
Amores Perros ,0,8.1,318,5383834
Cheap Thrills ,3,6.8,4729,59379
